commit_frequency,code_churn,pr_cycle_time_hours,contributor_count,sprint_velocity_ratio,avg_task_aging_days,backlog_growth_rate,messages_per_day,active_users,sentiment_score,velocity_drop_flag,burnout_flag,silo_flag,aging_flag,anomaly_type
0.7283914907554092,0.3097533673121613,0.02334228936811711,0.3837680572334211,0.2774938519186869,0.25563295254439167,0.6714329905102911,0.8914621032760269,0.8799132615669745,0.6437000875671797,1,1,0,0,Pattern4
0.10717347677307618,0.0,0.0,0.11326372991396016,0.02419824838806871,0.047357195562613516,0.0,0.0,0.0,0.16454510105920056,0,0,0,0,Pattern1
0.44764277020412635,0.5876772755716076,0.6466391770783105,0.4929765263032462,1.0,0.9484712872786638,0.5196511085998623,0.2766084814770846,0.4549940952407346,0.0,1,0,1,0,Pattern3
0.03343252128712326,0.8252684904111766,0.02499869169594493,0.08226250703695681,0.32622690447386704,0.8965532959545591,0.7098694263525785,0.7300859380163096,0.09485301263329404,0.9503933842399193,0,0,1,0,Pattern4
0.03234058035382381,0.6414915526219601,0.0982897456888554,0.5696803952964613,0.07840356685616656,0.045904212435612046,0.05726354874003692,0.12529633560755116,0.9407270491476235,0.3496322233761123,1,0,0,1,Pattern4
0.8159337307936397,0.39959825444604835,0.4429119555277148,0.6684326964049979,0.19477583988501201,0.4592719011630221,0.4229827270128059,0.9438948453252446,0.024287337818501453,0.5142370335240811,0,1,0,0,Pattern4
0.36431284954868326,0.6764064505458259,0.6425496209682735,0.3321575002365873,0.8985214609609719,1.0,0.6785566061368824,0.5671558115628405,0.4651763712224872,0.0,0,1,1,0,Pattern3
0.13235044149113406,0.5681652764553462,0.3287227107512165,0.33542017386059225,0.8549897673131521,0.9942604057278863,0.6152734617442839,0.5232623137651041,0.745015598717122,0.02132304353988384,0,0,1,0,Pattern3
0.09819207244832416,0.08170291838387203,0.20379039194228987,0.21360628570387288,0.03532168214942067,0.0,0.0,0.14703690925296764,0.0,0.0742497282367979,0,0,0,0,Pattern1
0.08572226550256079,0.295436156987387,0.9195568737646322,0.6943267233535371,0.4141019762553566,0.38546745382026304,0.368784336530698,0.2487656196710647,0.40468948351243006,0.7599967921963006,1,1,0,0,Pattern4
0.02912592991985763,0.2026952280599995,0.7753163913038051,0.6277811593504282,0.1295351917223979,0.2002306816634698,0.09861830819082307,0.8621645675717514,0.3598881515501927,0.47943035461461736,0,1,0,0,Pattern4
1.0,0.8930966816375634,0.559750688761535,0.8286639481137907,0.9161426673392096,0.9757198165587901,0.8179183903111849,0.7385038341509191,0.9425676488245657,0.8188340982112475,1,1,1,1,Pattern2
0.03738543282446998,0.0,0.0,0.0,0.09654982810043444,0.07331220189090742,0.22398986374157942,0.06170611544733043,0.0,0.02977747242867914,0,0,0,0,Pattern1
0.5833455710973261,0.34178392837490823,0.6931599399711513,0.5061940400618321,0.8230706720920846,0.9988814744158176,0.21047169433056467,0.3564249134899833,0.8841506533606281,0.0,0,0,1,1,Pattern3
0.38558137347798327,0.003897820198653701,0.21529130741769154,0.6176829362455123,0.024676688813313308,0.28360603951110763,0.1703761187479489,0.056345283603778995,0.01899220605384533,0.1907100376281261,1,1,1,0,Pattern4
0.5071009024715787,0.31244956618500697,0.35658099104588475,0.6965187104960113,0.7308147454768499,1.0,0.5209683490119863,0.2101236368149641,0.4029199578803775,0.0,1,0,1,0,Pattern3
0.690579332850706,0.22129440215113483,0.42497809357367033,0.6027132310250701,0.9488584737168286,0.07779476304758659,0.11920328803307711,0.3458704657892544,0.8687774731439624,0.892870629382345,0,1,1,1,Pattern4
1.0,1.0,1.0,0.9385828324454242,1.0,0.9157993048213598,1.0,0.8654982253140986,0.7255683935457415,1.0,1,1,1,1,Pattern2
0.11802901048409017,0.0,0.09928550105211678,0.0451265387231368,0.023862165615024515,0.0,0.0,0.07786478874338522,0.0,0.08309903600281887,0,0,0,0,Pattern1
0.49018055012244416,0.4482831107324272,0.4373092836224999,0.5280888941919715,0.8085492305903456,1.0,0.39872471675790866,0.576083718967212,0.5622102320838311,0.08104264009996212,1,0,0,1,Pattern3
0.21081897226662083,0.07272274052663863,0.578781548502911,0.5145530961452639,0.6576776455622942,0.29307014292350975,0.7076834904944108,0.6688085658441492,0.19850985213489014,0.12501893781672935,0,0,1,0,Pattern4
0.13692004974543434,0.0,0.038233466364626996,0.0045007827393873795,0.0,0.10002112960033209,0.20021290530402286,0.006996764384016838,0.0,0.0,0,0,0,0,Pattern1
1.0,0.8445662361835454,0.827489738392154,1.0,0.9829075305605314,0.848222163208566,0.9525527278780321,0.810254838125693,1.0,0.8818268166198964,1,1,1,1,Pattern2
0.0,0.04974581046836522,0.07719277396374383,0.13272713754676355,0.04140456847579167,0.05369669228067566,0.08064287808542933,0.0,0.0,0.0015208057883128595,0,0,0,0,Pattern1
0.16892371734159284,0.6971593743548409,0.6652325049508274,0.03102344953713021,0.5157539841157766,0.18906432286416286,0.9897630925627238,0.031751235559097535,0.39339478036982356,0.1792213327612172,1,1,0,0,Pattern4
0.0698901117965771,0.05482574779825619,0.027635510732226455,0.25369045962283815,0.025283213421588263,0.12131639450554438,0.0697432082483055,0.0,0.16462950807086063,0.06440545105467546,0,0,0,0,Pattern1
0.0816948156257935,0.9045288868212796,0.3799002133095195,0.5437030409919102,0.4923664000039878,0.8197216649705086,0.36645393118266,0.4224197786164968,0.6963030387222797,0.5994478875500595,1,0,0,1,Pattern4
0.9732945883130248,0.9799887960453162,0.8901492868488255,0.9911197967544427,0.7230776406552399,0.99119592540072,0.7821183533152749,0.7267594712385773,1.0,0.7292809841320386,1,1,1,1,Pattern2
0.00047194881479714623,0.0,0.1937450286181734,0.18640658645653832,0.042173294814535564,0.0,0.0838914582476207,0.04312463374973282,0.0,0.08412253893237229,0,0,0,0,Pattern1
0.004476248390533767,0.0,0.0,0.1774350770304986,0.08878431790455799,0.0,0.0,0.11181426597725704,0.0,0.0,0,0,0,0,Pattern1
0.1654044064905142,0.09260687624882973,0.008383894043759207,0.0,0.23761897997717532,0.12633488266048734,0.0,0.0,0.0,0.21550700137706252,0,0,0,0,Pattern1
0.0,0.0,0.06005055529667053,0.0,0.04075566492741179,0.11734673621162328,0.29985268360385586,0.040546525582019974,0.1015544922574915,0.10435807965999308,0,0,0,0,Pattern1
0.30280802057780853,0.9360442435068991,0.3189703208751884,0.24104252750361077,0.41034456928547136,0.5028516163865572,0.6831318918208958,0.14571251058480128,0.45518710373977644,0.43817116661298383,1,1,0,1,Pattern4
0.0,0.08104286346454254,0.0,0.0,0.0,0.18646451638613243,0.23626377198041737,0.0,0.0,0.0,0,0,0,0,Pattern1
0.0,0.07945166890849463,0.0,0.0,0.05366136456963675,0.0,0.0,0.0,0.03681526331665237,0.05788868885873358,0,0,0,0,Pattern1
0.9871700321881629,0.8321615547024519,0.8789847767315265,0.8029407529727934,0.8367776405060205,0.7285693393446169,0.9441116431804173,0.789422608610447,0.7247295411759189,0.7676596469341022,1,1,1,1,Pattern2
1.0,0.966535891701063,0.794732573944646,0.7695576998158703,0.6168021555556139,0.9280201470627836,0.7606697877916547,0.8519647879107713,0.9589904936707522,0.942403185828307,1,1,1,1,Pattern2
0.4742457326112368,0.9315251366171382,0.16342647734968363,0.08840489032351007,0.5304665216107637,0.17258103547171144,0.6179505866906744,0.665231324137444,0.7490652854515771,0.7366935838166078,1,1,0,1,Pattern4
0.8548399841023975,0.9366369287920729,0.9170676098548791,0.9139500920286051,0.9107900844867383,0.9302577217218623,0.9081194732524012,1.0,0.9300269876806914,1.0,1,1,1,1,Pattern2
0.0,0.04372686894926203,0.08411065067595815,0.061664788165012765,0.33438397535345316,0.0,0.14632738187328312,0.0,0.0,0.2708391754210365,0,0,0,0,Pattern1
1.0,0.8604904686126567,0.8920293361201875,0.8903094409611644,0.9580821631439844,1.0,0.8685696026679229,1.0,1.0,0.9443260646562772,1,1,1,1,Pattern2
0.0,0.02601980132724445,0.06154261984972173,0.2124878371402419,0.0,0.08473187497104183,0.14678158554094012,0.0481039902883319,0.13814835600061323,0.06884668564871818,0,0,0,0,Pattern1
1.0,0.9711583905129212,0.8953444259391085,0.9742045618770888,0.9766639264995859,0.8755121753324754,0.892078901425832,0.8581021909836075,0.9874026168834817,0.6178536557089866,1,1,1,1,Pattern2
0.0,0.0,0.02060293919062401,0.05914237176513858,0.10242178187694798,0.031565194235484983,0.05431654395658013,0.11387909814912295,0.16143130451375826,0.22296813493965378,0,0,0,0,Pattern1
0.8841715617474326,0.7356508553151785,0.9487993028842989,0.7523167001920699,0.6781532038055891,0.4407509493508066,0.2626605407041266,0.11927549279885596,0.8387469102131448,0.5504325860154549,1,1,0,0,Pattern4
0.6343335967340735,0.5062539328280852,0.42547321125344817,0.7587693087029688,1.0,1.0,0.579719050197224,0.7178784689394714,0.5134804044254775,0.09932604951778574,1,1,0,1,Pattern3
0.7458483878815709,0.6818891991856365,0.7427016400958386,0.23820227894647705,0.8377255440027517,1.0,0.5165608731884139,0.477371151816261,0.7603330389842702,0.0,1,1,1,1,Pattern3
0.33377002365900077,0.4295776236904837,0.3992492834217256,0.5911200206184991,0.7685418321366451,0.7403233286670059,0.9819019110919975,0.3732858236797293,0.9388444140434822,0.6216577422697993,1,1,1,1,Pattern4
0.04919745477451126,0.0,0.0,0.01542671723353338,0.0,0.11206698246454341,0.045020491460765186,0.0,0.0,0.069206390693038,0,0,0,0,Pattern1
0.0,0.0,0.040641595801591934,0.1054594937307364,0.0,0.025519083639352874,0.10739769620281919,0.02360841672950061,0.11419886994286783,0.1297345855148484,0,0,0,0,Pattern1
0.4809218157729218,0.3950049930898669,0.9865732385230432,0.9900912873977663,0.9690912441376963,0.7801654292071205,0.6885100690969073,0.3440546013272494,0.3992157293149986,0.6488737987223467,0,0,1,0,Pattern4
0.0,0.17776842590351094,0.0,0.06682406054824369,0.0,0.0,0.061942504462295586,0.08843914203167975,0.0,0.08893994529712243,0,0,0,0,Pattern1
0.9013609795077658,1.0,1.0,0.9051692159798337,0.9026135210012682,1.0,0.9986757368954899,0.8864775181266921,0.8548085314336582,0.9324683782141876,1,1,1,1,Pattern2
0.7094248404230651,0.363590917907579,0.28119638460276875,0.09529537146878342,0.8492785046330699,0.2968368547114457,0.6447750318579024,0.12077742193583463,0.46761859766686076,0.6062762490866757,1,1,0,0,Pattern4
0.36240501534200936,0.5690923843042592,0.5904981489529073,0.3744267892191503,1.0,0.9797270490096103,0.48351194805235886,0.4757181537797548,0.30246786517563906,0.0,1,0,1,0,Pattern3
0.45575520183163676,0.7116404899389441,0.4750213665886154,0.7311599133814607,0.9568952176585267,1.0,0.6229965875710979,0.502393704362273,0.41130483251341543,0.0,0,0,1,0,Pattern3
0.6351659066739361,0.6987055643333311,0.4331130688964113,0.35797810572189986,1.0,0.8796790518647892,0.4648206677491723,0.49831540616932657,0.2957491855020145,0.342825977998567,0,1,1,1,Pattern3
0.5971570935590801,0.5326595714448248,0.6252995210439102,0.6017570577365381,0.9397924697678917,0.8355494900516907,0.6469675503372219,0.3129587821821732,0.5782008637621068,0.0,0,1,0,0,Pattern3
0.373100102980454,0.2512356357322809,0.6628307526773827,0.7130493395848834,0.8520038728102322,0.8593584023098492,0.37679388489336474,0.39155600916124467,0.3840448121699197,0.1389692868318484,0,0,0,1,Pattern3
0.47141240931263706,0.215186648701699,0.561133938359299,0.2761414785541011,1.0,0.8832616145067516,0.6483170239958946,0.4976967769093542,0.3704928418425941,0.0,0,1,0,0,Pattern3
0.8196648749241772,0.38945317477322655,0.4678526524951422,0.46041339516543106,1.0,0.9522748651966925,0.5638532835611718,0.3859526918086041,0.4896226939280916,0.05786923452732927,1,1,1,0,Pattern3
0.00618513860028037,0.14984248407780618,0.04730232690975455,0.0,0.3192426702732299,0.0,0.0,0.07719298983918768,0.0,0.0,0,0,0,0,Pattern1
0.4798955093569677,0.3636346557402794,0.7110306018889709,0.01755173149727307,0.6068515422579691,0.07218542215426615,0.09048503572219735,0.6758488481381449,0.7236200996337885,0.569284024215028,1,0,0,1,Pattern4
0.07934318609454394,0.9020234646773111,0.3278709275963093,0.4901676574080235,0.8852355694797771,0.648990478893458,0.8730680485648692,0.10111916195052384,0.936350289511847,0.8500995753857161,1,1,0,0,Pattern4
1.0,0.9788159330610846,0.8204825973820898,0.857314310156805,0.8150738987928836,0.9807016751443817,0.7803670524605189,0.7580644515500714,0.9249968203455058,0.8175419254434858,1,1,1,1,Pattern2
0.18253836698039144,0.06573371933917826,0.0,0.019626452727295657,0.0,0.003753436680306463,0.015316425426324175,0.041701596390407825,0.0,0.060265254959327406,0,0,0,0,Pattern1
0.7888474250711452,0.736309985609447,0.7284706657087272,0.11433402323969588,0.10200199578698943,0.08587504597187046,0.1008190592965067,0.352127256856806,0.3349314087008006,0.5434842432961765,0,0,1,0,Pattern4
1.0,0.9488072894246694,1.0,0.8713599187463014,1.0,1.0,0.6856311818078725,0.8550489736854928,0.8981030388341179,1.0,1,1,1,1,Pattern2
0.2535743376957991,0.41459179429297044,0.42518081774629723,0.5695861837357985,0.936268651033964,1.0,0.7695183836313891,0.5835802472577883,0.38649315732703565,0.09706424963731548,1,1,1,0,Pattern3
0.0,0.06692621451641612,0.00770621850860969,0.0,0.01997122891527313,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Pattern1
0.9642510141185502,1.0,1.0,0.9785977184797681,0.8642037072344768,0.882084546219693,0.8930974658286189,1.0,0.9526820465377366,0.8569393185343815,1,1,1,1,Pattern2
0.7177481856964852,0.8714015793509615,0.4820616039731399,0.9408546962444204,0.32624781449835705,0.7603564413893703,0.2526268251014998,0.18833994790913045,0.37402541684414536,0.39791184998755225,1,0,1,0,Pattern4
0.5182545598245187,0.34400691713621134,0.2160183166653739,0.4030091487940956,1.0,1.0,0.1788091677772549,0.5447755470770123,0.4568676995784754,0.03066436269522517,1,0,0,1,Pattern3
0.602869462620852,0.5255471148612019,0.5086483662033192,0.6293928246601322,0.9813699748377089,1.0,0.41604601340163233,0.25804170762659456,0.4058833987148133,0.1552574267441885,1,0,1,0,Pattern3
0.2523708421628016,0.08874317093099993,0.0788220834706942,0.3805596695416468,0.0991264673823592,0.9914189088790882,0.7977874430715659,0.9112630164582248,0.026034615591735033,0.6391526960338351,0,1,1,1,Pattern4
0.27346821836206314,0.3044496434006916,0.10672838418154673,0.8868817372861346,0.022179471472197676,0.8045095997672481,0.22663775306356326,0.3928414452663215,0.8130793626399918,0.2451828184348137,1,0,0,0,Pattern4
0.35340143180857503,0.40048315851649247,0.47190497296098827,0.6427311398495703,0.7286646665609633,1.0,0.6150185363438978,0.6078930922776191,0.43543470168370413,0.0,0,0,0,1,Pattern3
0.21955024936687711,0.6783046092278194,0.5676429613434955,0.7798628181522146,0.9678090867086786,0.8983282590533381,0.21094829687154076,0.41135662599112,0.41896428865504287,0.09250159652931265,1,0,0,1,Pattern3
0.5631308343547456,0.2176495437138941,0.6735606606052081,0.4854298694922772,0.9736078515538388,0.38205760446079373,0.90020500909991,0.21688749428970888,0.1903511650705092,0.6353347887722877,0,0,0,0,Pattern4
0.37451678145042455,0.5407002407064765,0.611776237871857,0.7473217540737127,1.0,0.9086255343759944,0.6699780562723068,0.27249905022677223,0.5655355598476077,0.0,0,1,0,0,Pattern3
0.20450139951349458,0.2699837469303397,0.0,0.21853360349114398,0.12531604928763862,0.13407342373332562,0.014778153068780636,0.10485925087806237,0.17141155557976623,0.08978384500656178,0,0,0,0,Pattern1
0.1821219411977317,0.0014776583093521478,0.10182949196092128,0.07263818380208109,0.02245131165774889,0.0,0.0809174583667736,0.030045817347441155,0.17199526911143684,0.12266131806792076,0,0,0,0,Pattern1
0.08651067285383529,0.3982100193824962,0.19316633751675272,0.6565102316270581,0.605364585888118,0.4006027878177191,0.8847969430790128,0.39194037798287373,0.23545342648139944,0.8320766926001133,0,1,1,0,Pattern4
0.006888607781222841,0.04873549100526241,0.0,0.02952262510448873,0.0,0.08146050124952336,0.0,0.08674816599476953,0.0,0.04941882800609961,0,0,0,0,Pattern1
0.9815188343174008,0.9118838189186892,1.0,0.9442410899853465,0.8201683569037005,0.7966031683355026,0.9458342914221118,0.8874135385395965,0.7425236453968062,0.8278289783568212,1,1,1,1,Pattern2
0.11799066628245203,0.948061687243358,0.4195802763183436,0.6058151090221984,0.43964754684951424,0.5745327061069386,0.5301706728161434,0.8837718948738738,0.6526546182842466,0.6265327245641978,1,1,1,1,Pattern4
0.0,0.21896538636397356,0.08260707429577441,0.1551850291074343,0.0,0.0,0.0,0.0,0.045881533531479904,0.15331649328505853,0,0,0,0,Pattern1
0.532790098752791,0.31530938168651823,0.33070123701675014,0.591937892202046,0.9052330189108679,0.8565467471675917,0.5999697473464827,0.5151763080367338,0.6844908042857152,0.0,1,1,1,0,Pattern3
0.600893114995014,0.5004806049204957,0.42375032791338624,0.31150009658566785,0.8792780686007766,1.0,0.3956114387632756,0.2792513779599175,0.28877162655502703,0.026876291437048956,0,0,0,1,Pattern3
0.0,0.0,0.04072771738699188,0.0,0.13746244363942456,0.05158755554232308,0.04746807451979312,0.0,0.0,0.1247229726443222,0,0,0,0,Pattern1
0.4749579772340806,0.3160462366916964,0.5092971551996993,0.6284073352046018,0.971608481903316,1.0,0.577394588626714,0.38708810597999393,0.3030630603211712,0.05845798575674701,0,0,1,0,Pattern3
0.9753604617396818,0.8244334434752982,0.9178585645489835,0.9925623047713064,1.0,0.7716416206528064,0.9897341477974531,0.9919510737418694,0.7281340652397172,0.9224782883864111,1,1,1,1,Pattern2
0.2964348423865574,0.6843319502846726,0.45520506235761693,0.5342545966027797,0.7945596908472792,1.0,0.26675165832144376,0.4953349648941416,0.5134744072262194,0.13207440068875162,1,0,1,1,Pattern3
0.9064840593793021,1.0,1.0,0.7316000876933467,0.7805490170170092,1.0,0.9915902836874149,0.93549528896135,0.8051970847032236,0.8979849903485853,1,1,1,1,Pattern2
1.0,0.961817904559791,0.810726279543801,0.8318292926801398,0.9677254864989598,1.0,1.0,0.6390218660787136,0.7759313069317775,0.9241101892222654,1,1,1,1,Pattern2
0.5559238871352924,0.2441145516857629,0.4588400040324472,0.2053711646117683,0.6176709526149109,0.9037796790333443,0.7835090992680896,0.11112872969159127,0.5257214393257771,0.9681450896807919,1,0,1,1,Pattern4
0.4726344200591393,0.46224834203729037,0.3356819596590595,0.6666579530913581,0.8987297377144874,0.7520735819195865,0.5104912881030129,0.784844409700325,0.5303835573846497,0.0,0,0,1,0,Pattern3
0.11449101497263511,0.0,0.07904102497269136,0.1874315965114705,0.0,0.09683265149880665,0.0,0.0,0.03813976102573029,0.0,0,0,0,0,Pattern1
0.7448536765934184,0.35782297879284264,0.19076222729680037,0.7810534212472661,0.18917038920332663,0.800245488884233,0.6938913825110694,0.8106242525687936,0.402688179411855,0.476306759358458,0,1,0,1,Pattern4
0.36375435981718063,0.5817667627672407,0.5387087015231693,0.45833107541807017,0.6837075114678017,1.0,0.2702510311667341,0.6655066255671425,0.6302233647322288,0.04805030454445486,1,0,0,1,Pattern3
0.9416290043883812,0.9502360780963242,0.8092728533499145,0.8505541104811913,0.8565927114834526,0.693146134665315,0.7443964287067937,0.8003676782229684,0.8544076518369318,0.9319239410642056,1,1,1,1,Pattern2
0.9302870084468957,1.0,0.8206792734357484,0.8653909002411146,0.8258007296598058,1.0,0.9159858368175189,0.9844853213563471,0.9107659026156213,0.8133184533786868,1,1,1,1,Pattern2
0.0,0.0,0.0,0.0,0.0017913330595819565,0.0365317520683685,0.018467457683932237,0.01983356733288504,0.07891971359398146,0.13158517737139247,0,0,0,0,Pattern1
0.362248421536711,0.3241487459607467,0.0,0.046814129566750434,0.0,0.0,0.047852993462521275,0.0,0.0,0.0,0,0,0,0,Pattern1
1.0,0.9925941208071326,0.8969439901718727,1.0,0.8557141683661257,0.9258120632001966,0.9884906444325894,0.9608210221925871,1.0,0.8570413615485896,1,1,1,1,Pattern2
1.0,0.898046669823253,0.8851554921218245,0.8557639078300736,0.8264341269430532,0.7433080284786284,0.9145261842840376,0.855045805877008,0.911411630126167,0.9540961936700479,1,1,1,1,Pattern2
0.5164313699578936,0.44247146438383467,0.6013902034437334,0.6524320008507584,0.8727106780832848,0.9680288910657382,0.465164269906641,0.5536309936287491,0.3143248987397906,0.017157457465786143,0,0,1,1,Pattern3
0.9460903251668731,0.8746436991317237,0.8993033580758439,0.9981810684704762,0.8895116130481064,1.0,0.9849016762289529,0.7164640412982474,0.8682171645923721,0.7659615458613225,1,1,1,1,Pattern2
0.9799141092847539,0.9895103498374105,1.0,0.8528661028018518,1.0,0.7554666652723953,1.0,0.8971006362312628,0.9081067616740748,0.9979738904831602,1,1,1,1,Pattern2
1.0,0.9172751426372243,1.0,1.0,0.9953772606312852,0.8324433575819166,0.7210711204087297,0.9368197938029733,0.8152541310395773,0.8499236024015254,1,1,1,1,Pattern2
0.7443012146109687,0.4399148258146709,0.25027555932601997,0.27951199335208654,0.4189526524213667,0.7102908778968146,0.7451489291855862,0.9742718973457865,0.6198038707811757,0.4622955742144713,1,0,0,1,Pattern4
1.0,1.0,0.9768045656858185,0.9065678990495307,0.8265069027250992,0.7444429395793777,0.7561589859634613,1.0,0.8370601626208948,0.7118180226753812,1,1,1,1,Pattern2
1.0,1.0,1.0,0.892554560548551,0.8416165863705733,0.7844040548355224,1.0,0.8968576948688266,0.8890750392150233,0.5158039605227842,1,1,1,1,Pattern2
0.20105789045682237,0.37018062942395535,0.586267109940741,0.788061275900937,0.8670388525655346,1.0,0.469618009028681,0.4478672226465783,0.4051098748628915,0.023878934779657763,1,0,0,0,Pattern3
0.0,0.10145053074794891,0.017223064794596003,0.10550685532822063,0.2841437922176291,0.023751541048101343,0.04817568810997592,0.0,0.0700424922089238,0.10061771343001251,0,0,0,0,Pattern1
0.07328437245014013,0.09454549924348185,0.08434660439199124,0.11059030645899277,0.12820214285838796,0.0,0.048680141456000414,0.0,0.06934861293025595,0.0,0,0,0,0,Pattern1
0.005583401809723498,0.8631401941542034,0.40426332888441585,0.7838529997518573,0.08625896547106049,0.384812860565634,0.8244347685538392,0.6896529027045127,0.08820519211079025,0.5195798677699088,1,1,0,1,Pattern4
0.5666058062062556,0.48341845860015836,0.7056930371743141,0.6309782687745417,0.8886988267394486,0.8866672339780195,0.354373584986159,0.7669705647933617,0.24600000074356448,0.021159828633612446,1,0,0,1,Pattern3
0.9405578025935909,0.7469804040677922,0.8183786098917656,0.8711612695391151,0.9170088945981278,0.7184378099895457,0.7653420006294163,0.7951869137526932,1.0,0.9776320327951118,1,1,1,1,Pattern2
0.043775839966570244,0.07638072986955988,0.13158551517403153,0.10020730117921237,0.23369506238497428,0.18385690537794408,0.11573092498587326,0.07569170483279825,0.04482180870617301,0.0,0,0,0,0,Pattern1
0.787407089687556,0.8029516359710809,0.794191288898255,0.9802496177457969,0.9822031929452354,0.8176457010646425,0.8881889512514316,0.8768915470018565,0.8935152688270003,0.9126587005765057,1,1,1,1,Pattern2
0.06282181076052797,0.12621930243325216,0.0,0.08128897666651054,0.031050384911269567,0.10829306132555652,0.0,0.1481643650237603,0.2341711333641771,0.0,0,0,0,0,Pattern1
0.025214757452567477,0.0,0.01399402916256312,0.0,0.06761999975090009,0.0,0.08804141768005325,0.11875285770140115,0.03622488016317623,0.1463016803278925,0,0,0,0,Pattern1
0.3473741810912856,0.4582772062164505,0.22060169690115367,0.5541487207903941,0.963258217103621,0.911494329095281,0.67883665618768,0.4356956655563873,0.7029125287308067,0.055394759177389,1,0,0,1,Pattern3
0.03489567832106799,0.026465820024785244,0.040975383902207785,0.19782304446203375,0.13359226013854258,0.12859572862566976,0.2176564682000891,0.0,0.0,0.0,0,0,0,0,Pattern1
0.808073681407448,0.9671613687180498,0.7206276221001197,0.7450251946934411,0.8127305863674668,0.9719266158021092,1.0,0.8074704777004371,0.8090096629915519,0.7372219241052897,1,1,1,1,Pattern2
0.3206531116450285,0.9724837661959705,0.23652965523800462,0.7180453575135911,0.4078984865647215,0.6009871900694342,0.7087408310072626,0.5233616433366939,0.4010857354634646,0.029605501434482484,1,0,1,1,Pattern4
0.0986494221433753,0.0,0.0,0.0,0.04156857300829581,0.06234681994290689,0.11383153363535392,0.005293253195122691,0.06857028189715261,0.267400946426629,0,0,0,0,Pattern1
0.5106467944780485,0.45683377594762625,0.46883063569186123,0.4263315100222628,1.0,0.903610094059775,0.5973606577095415,0.4800435364003122,0.5264456422191737,0.0,1,1,1,0,Pattern3
0.4209461772765467,0.4960489740275757,0.9216740237911477,0.5958889207203101,0.8948460845927629,1.0,0.41100228079423956,0.46675671097293103,0.5861754997718289,0.0,1,1,0,0,Pattern3
