commit_frequency,code_churn,pr_cycle_time_hours,contributor_count,sprint_velocity_ratio,avg_task_aging_days,backlog_growth_rate,messages_per_day,active_users,sentiment_score,velocity_drop_flag,burnout_flag,silo_flag,aging_flag,health_label
0.6453672615509259,0.39717082396655606,0.2992742407517356,0.570950177537356,0.8570235540036462,0.4909492221160658,0.2797934915126301,0.492306686303254,0.5504899026172158,0.8754273480277164,1,0,0,1,0
0.586210842400182,0.4049595370243808,0.34578906884606336,0.5940612023925398,0.5688004312599001,0.4362122796625027,0.33473765769421265,0.6639165933563156,0.7593332827926899,0.6034136465113091,0,0,0,1,0
0.4512853089207698,0.1686971157999018,0.18682162059206742,0.6598951468730134,0.5068776140810853,0.4745176453247897,0.49326528847380097,0.7960192547699676,0.3040228518472672,0.611809432376017,1,1,1,1,0
0.3285575903132329,0.37897126345781706,0.5131499775841085,0.4444127992788266,0.7573627514150572,0.054458496547658775,0.6280497426815028,0.5956434212796412,0.5569152152637823,0.744529541872473,0,0,0,0,0
0.12419690131961877,0.6721420404381464,0.5466901277113627,0.4365255178441609,0.32548264466905574,0.5413116649452301,0.635912132668713,0.2631751681074529,0.2697175735758527,0.5854079648684957,1,1,1,1,1
0.32735811356182776,0.5408766173522518,0.3445229742860848,0.3086022304920704,0.045608666323787767,0.2453428644890357,0.5178613280332084,0.4867631711455166,0.5770868778805598,0.537616212740475,1,0,1,0,1
0.3536242174469767,0.32104153267100005,0.1931784140418774,0.7278351527228526,0.8054187529909675,0.4066336519011612,0.43642641808623805,0.4143830729419874,0.29411823297471756,0.4734425709800409,0,1,1,1,0
0.35196560576702207,0.7431864228913446,0.9606911484881024,0.5080583512594605,0.45567248105863184,0.5082580503466668,0.40732506904996185,0.1889384773644215,0.35908605480104183,0.47625804910517666,0,0,1,0,1
0.4556202977131757,0.48587277185484246,0.4061706147122671,0.5825320667415113,0.7587824982438003,0.2499143428135075,0.3279252465082496,0.6306472749399564,0.5197595837398715,0.6229012261505423,0,1,1,1,0
0.888273417641295,0.2849393413785802,0.2945858209002874,0.5921990858498708,0.7003086602865398,0.3930664745400651,0.27971408196622616,0.5167873737739272,0.41518463721991966,0.7262820765850814,0,0,1,0,0
0.39583649852118663,0.47797041950581837,0.269094591579991,0.5417461573347699,0.4017292910185488,0.37927800654143484,0.5393518963845643,0.5980246096831495,0.5394221660202022,0.5839189366055528,1,1,1,1,0
0.31014998589195103,0.7879900340250175,0.5097943300783329,0.0,0.40460575191086107,0.6972589680674652,0.37961525522080636,0.2921954666185463,0.48280314422492904,0.40478528291486066,1,0,0,0,1
0.7138775695077452,0.26182211000347166,0.49850192297802687,0.202301014921918,0.6453606016093638,0.4497071761099648,0.33612634192369023,0.2985896655931229,0.60432191826981,0.46834559537669995,1,1,1,0,0
0.3432894645269499,0.6043033271826381,0.40386573153292754,0.7040347368625137,0.3606387777079664,0.2247807509789142,0.23858275762212325,0.5984974231569445,0.7056294616643418,0.6692735452190484,0,1,1,0,0
0.38576713201399726,0.39869330453229695,0.7455805090894687,0.3822584502217121,0.6883408178758069,0.45233932031439117,0.4470485716278774,0.1413886805411556,0.0,0.4264529513998574,1,1,0,1,1
0.4442819409393304,0.34436871663920027,0.5400190076437491,0.34632289249574605,0.5289267998785288,0.3791561560673423,0.43739185868798,0.42247877774566206,0.6506370870509339,0.2767798236236525,1,0,1,0,0
0.2551598206153799,0.3298163821983249,0.27977213894083564,0.24146864021594766,0.6128330540648562,0.5493753229862015,0.5940093207363745,0.3918228573653637,0.4685894813962388,0.32697604055769747,0,0,1,0,1
0.4102877307800339,0.0,0.1780683819955725,0.5678746024576973,0.5357584859457887,0.18134453579168905,0.3788083649325118,0.6011832287183535,0.46976833928813533,0.6900417346604307,0,0,1,1,0
0.5759000611831433,0.27317558826780464,0.45854425808611815,0.5257047323166354,0.3040427570268344,0.20641720150629977,0.35240674652888765,0.5164991079197645,0.38462704785211244,0.23235786055732566,0,0,0,0,1
0.24434662361208925,0.2782381340911063,0.26759675692703444,0.33953984781284857,0.6317380182459507,0.510512667646941,0.3630523209286172,0.5096562723818928,0.6847831263894687,0.8657458576036658,1,1,0,0,0
0.6936351907861918,0.573109361305518,0.10971423014237715,0.48155042837318895,0.6765682908350976,0.32142802417786964,0.09056244869405164,0.38587831070582124,0.7786450917800141,0.313353339126485,1,1,0,0,0
0.714331533494384,0.28219703436608695,0.40703157323382905,0.8123033145664605,0.6177398428901495,0.5359060050205741,0.09650921272564678,0.4428362123326536,0.42852496819233576,0.31542128363280003,0,1,1,0,0
0.7335169163292774,0.5744536351961717,0.2516424242417908,0.37824008957874977,0.36091189744063035,0.30902005232360324,0.43298024354124015,0.2101393257684424,0.7041326613449777,0.33818639409802803,1,1,0,0,1
0.46000952209923623,0.5090310398741743,0.35702851189851054,0.39120669404564884,0.25020668925153944,0.346356384312161,0.18454304459288237,0.29406119787379587,0.3363588741073044,0.5384713037976401,1,1,0,1,1
0.9315601810031059,0.4395588667202679,0.5185571988713638,0.21855951817329689,0.5828425207010517,0.24316607849618208,0.5730998649910746,0.78124105362763,0.8056208774198366,0.60148617835083,0,0,0,0,0
0.34686600712641524,0.7623349653161059,0.4571228109147258,0.4068196798090924,0.2722320095001198,0.5105968027302582,0.7687397594216082,0.32318695688241,0.5440723967282214,0.5008351114951867,1,0,0,1,1
0.4412165565749126,0.3948868869509625,0.6623787787132491,0.43529134640179684,0.551384176741154,0.3468038268261502,0.5674678234178908,0.486162486547998,0.18725788840978944,0.4071397776857811,0,0,1,0,1
0.21267434768526883,0.3259541849977376,0.27150775413792494,0.1935873723994177,0.3171174982201578,0.5564811146110361,0.43403582429289456,0.2616569077382703,0.5007797877512572,0.29959007307598756,1,0,0,0,1
0.5509214030664612,0.6792285424314861,0.39334258217256485,0.3465286294819835,0.5041993894447874,0.5084110350681361,0.3393608589275916,0.39652187133870737,0.4358113563921217,0.3229106821895831,0,1,0,1,1
0.5259120201528801,0.4851486450408335,0.5511142224094154,0.5410019585583421,0.6217726897722571,0.48045077585618906,0.3418857962954279,0.69072768347441,0.7347652631692797,0.45581856906951695,0,1,1,0,0
0.4359479308745235,0.36566824675873266,0.512599887356562,0.4465933661800387,0.3708786470945834,0.48785058821842064,0.47022840443236136,0.5134894350905843,0.22519804742573765,0.3676726459106246,0,1,1,0,1
0.2939959196934267,0.2698088246777731,0.16492950170616416,0.516343816548917,0.4324514627485437,0.4231059208765756,0.38112028402947307,0.47707120270315645,0.4229217246121727,0.23538171765655153,1,0,1,0,1
0.3986543393413563,0.36737362162425075,0.14011047234481888,0.5263224571358391,0.26403646972624534,0.18996439509234891,0.0349425722106097,0.6019776255832825,0.6252082735120222,0.6178016752870374,0,1,0,0,0
0.695242676873068,0.17993700173902172,0.3707720911170905,0.49216521755512155,0.44757799943696375,0.5388025892106482,0.25879874357749744,0.5515882848367568,0.7493217017922935,0.5791276674497929,0,0,1,1,0
0.6086776267712721,0.5681121756650558,0.20965427488311372,0.7389566642336252,0.873092398645376,0.1190721723633304,0.22083578665181391,0.5528874111321853,0.6883954619328034,0.23356159436914722,0,1,1,1,0
0.14689519298780157,0.5059556228365701,0.5498460245014642,0.4555444477772306,0.2872036162673609,0.48525366322090113,0.49494575735402296,0.36326543253919535,0.4771045481756188,0.4766197443517906,1,0,0,1,1
0.6876761004487076,0.3475161359585133,0.49336970472754443,0.5409738603591012,0.592812950909815,0.48925655347763325,0.4266111318531516,0.30551930352650863,0.0,0.4769431710139211,1,1,0,0,1
0.2298508079916538,0.5812679370159288,0.5328824167011291,0.22515802615677827,0.45091085816417575,0.5335333671255957,0.23941283924613027,0.23838862203757774,0.3263971725298191,0.3816029690641255,0,0,0,1,1
0.5858393747121126,0.634922021733784,0.7986849728791278,0.2693975802965807,0.7526783404962883,0.6717654937652965,0.7392875643961567,0.16825862843629835,0.5349513018739611,0.2629655601452812,1,1,0,0,1
0.44554221656917214,0.24768489614184563,0.7095257660677997,0.5856373457463955,0.08234790656705887,0.39963517677964977,0.5802190149513377,0.416489451450828,0.5337916753472726,0.5360398786265139,0,0,1,0,1
0.3066640858699948,0.3149841103732924,0.5580414082325653,0.5648212529386528,0.5002847311256786,0.6281322295178771,0.8520951311915217,0.3473649488938894,0.26051010418437454,0.11491968108866492,1,0,0,0,1
0.3590809808330898,0.41065160325967753,0.5873197749213684,0.3069861956445197,0.2856817837824384,0.5380934377481013,0.30519099621349066,0.3435346657036264,0.23097015818371996,0.44402394118611654,1,0,1,1,1
0.5334025911839096,0.5652374100129065,0.20504878928547277,0.3679487828647533,0.4175421874126929,0.282448426035157,0.21735699955521826,0.4284370561542785,0.4172060756798906,0.47987683021240324,1,0,1,0,0
0.18562196604332348,0.4192627246716095,0.7889653785590051,0.1635404959383181,0.3486319656059602,0.46139360598610063,0.3344838873690546,0.5274419920830417,0.5376284206292429,0.47201942038223127,1,1,1,0,1
0.3041999807088459,0.3511145766278813,0.35315732288938884,0.5329488989851159,0.8335519400004041,0.16992102256819852,0.13254556139649754,0.6268890282687117,0.7411682215434425,0.5030360807454487,0,1,0,1,0
0.3195699656203192,0.7210153787301359,0.523136976214392,0.3970704745263317,0.5255111770042674,0.5200605637489869,0.2072641280820101,0.34545124678575384,0.6799608014224857,0.3974930028089141,0,1,1,0,1
0.7960354627315304,0.15550591093952557,0.11780625936280739,0.6538597325688662,0.8370393731473436,0.17347337568297116,0.4626553617863906,0.44769764620202573,0.4013784819346073,0.6235515490479155,1,1,0,0,0
0.36423514465835466,0.549926655849375,0.3436625030046037,0.7194889247884747,0.6506529453588964,0.33881250558601245,0.5158693819715683,0.5354716181030122,0.5656451474933251,0.6661728968727547,0,0,0,0,0
0.46671464801719287,0.2880536171380257,0.1655523527131524,0.6312261955859814,0.6358500697338748,0.38227330081734195,0.5671548848171533,0.4725654285666264,0.898004329595894,0.5581356527503045,0,0,1,1,0
0.4880052802932193,0.8036169369876427,0.7302234794962232,0.15935328488521927,0.3481340091708515,0.7139466419639156,0.7704968186044583,0.5687785822159311,0.32026165498627435,0.40836681541365866,0,1,0,1,1
0.6627575307361432,0.40982435274160245,0.2371687768083795,0.8737265900941568,0.5284312843629416,0.06696783966392134,0.33366677641840065,0.38687696594622184,0.4919572781578485,0.5826809754480109,0,0,0,1,0
0.517901250653862,0.4337872688396035,0.40594449506198443,0.2481955629753696,0.43236265053636824,0.41076587027364875,0.5076701590531879,0.5423128620245383,0.48406598846563825,0.605306569201318,0,1,1,0,1
0.28600251160794454,0.5042702572996434,0.21856797912291048,0.4174522915667893,0.7085252964049088,0.30034025447096396,0.7249032279958432,0.5047987460837371,0.20527864050249292,0.2695986166065694,1,1,1,0,1
0.4949812486108241,0.3199896473634012,0.5957348348550523,0.4928401239946343,0.5932673132339567,0.44191291321023024,0.5418209982528345,0.21691760259841897,0.19158569280569626,0.34350872681978994,0,1,0,0,1
0.5344894636565751,0.23586210290234297,0.38699697507899233,0.4719090925202376,0.3609239610893246,0.2902653507320353,0.09615028321916173,0.611422957009256,0.41057081516207206,0.40497432041362647,0,1,0,1,0
0.48730194438239305,0.7468172124472726,0.7791227042302958,0.45384057986339627,0.569878618401632,0.7034010527681835,0.414549605483709,0.4865682681749458,0.47805257253800504,0.4652835279054386,0,1,0,1,1
0.39346256444526195,0.49531844345532755,0.8322219465428489,0.5058757585499389,0.5047907575370557,0.6567048727513284,0.41819898881961853,0.4477700196773264,0.5924969978345561,0.5871006050508629,0,0,0,0,1
0.4830736549616904,0.47569429409498054,0.17419854670232668,0.6269153206579212,0.6906965215872494,0.29510447078529606,0.561606838147117,0.7850495529150896,0.555662143243421,0.3766606714125912,1,0,0,1,0
0.4461028113374247,0.47275610585856853,0.2146006027921408,0.3664733790788427,0.2588010647277168,0.4116173983809475,0.6477418634870885,0.34099299738998173,0.3864564778993993,0.5893240101069351,1,0,1,0,1
0.3757144542415385,0.42212264806943095,0.6712446686820868,0.20187018290031433,0.43308744431166424,0.5113958841671515,0.49339358545915357,0.40942001427738095,0.30920026261688777,0.07376638510669398,1,0,1,1,1
0.5835821971421551,0.3906668068689958,0.29028149040449397,0.339812369916122,0.585867066248821,0.40250770079005604,0.28691780469541805,0.3577225335590947,0.8649316081850664,0.8705953333114111,1,0,1,0,0
0.4555118673496508,0.5977080289577725,0.1442867159597866,0.4151396564433199,0.5818706254742886,0.19293903399579287,0.6289745655576799,0.7592304914892223,0.17046339811948386,0.6621839973627744,1,0,0,0,0
0.5554041893104522,0.4877771861292218,0.14964869357424712,0.7223463248573222,0.6923554387404338,0.3656302970961184,0.3292073239966703,0.4965072982691877,0.6245272596073657,0.4996225958428389,1,0,1,1,0
0.424575390886592,0.509861138777714,0.43945837491800444,0.36936404586922367,0.580838586306902,0.378643333973967,0.35326904513119495,0.4275235639915999,0.24348540839577257,0.39337975188274876,0,0,1,0,0
0.46529470941315376,0.6489160340959073,0.7096076477199101,0.524932528364971,0.5699440058506283,0.22223604469862507,0.04376951243007829,0.5877332157302563,0.6665634585423142,0.519686765977168,1,0,1,0,0
0.24368378590409748,0.16963547658957095,0.20770424675806629,0.44754892933765633,0.6341367684583565,0.16252810729360395,0.6740399037536977,0.7325332036839276,0.25696919038779303,0.5639046382235426,0,1,1,0,0
0.5439351846846483,0.39622161256213395,0.5698163551889074,0.5009355224849227,0.7235792670916267,0.3163743227206715,0.13616329890881573,0.6621979796985646,0.22925379400619897,0.5419026018699625,0,1,1,0,0
0.4391991180590942,0.7207058726896306,0.8165518448014869,0.29540699901014295,0.4022215610833936,0.8184866097833181,0.35850917168739177,0.32535299585288086,0.36144018753213253,0.31027964172404854,1,1,0,1,1
0.4780566760807028,0.5593049968539505,0.6058034524753796,0.14831142295275815,0.2577138078323393,0.3711961580084485,0.39791947403723193,0.6263968457446994,0.1919929873221513,0.29012291791091377,1,1,1,0,1
0.4431691890346264,0.3937273775838429,0.17601634772928898,0.1997847434630045,0.3695203663441322,0.34654924978166757,0.2530435689730527,0.6642049948445208,0.44586429219857804,0.5526520476649488,0,0,1,1,1
0.2773417522421718,0.41284343994837397,0.46352970169091,0.6427823633683672,0.4697799942887757,0.409182201056224,0.669550662434391,0.23952074614818875,0.47157042490496237,0.48918165925350876,0,0,1,1,1
0.5091444934032509,0.8912955319559039,0.7189825208683471,0.3701083995273455,0.5184878078211623,0.586670273904538,0.4321476499432388,0.5565272261041895,0.5676125784276203,0.29805345574463665,1,1,0,1,1
0.41509948457774315,0.37647437147570895,0.564509894639701,0.5560279896193747,0.40717023777069705,0.7147097456447508,0.6702087821437761,0.35335720830800543,0.3264846715515797,0.40001877687773585,0,0,0,0,1
0.5709152049462456,0.09134397949560527,0.6230614227841378,0.5572446800107355,0.44731721001773467,0.19410293847401044,0.41773864017401335,0.42559312188191933,0.8634370058490753,0.4225370493080304,0,1,0,0,0
0.4841661309964408,0.5574532689579954,0.44794885306514043,0.20904024245391944,0.4066054692911881,0.41629401459385895,0.5822707254032775,0.39503162655767093,0.5257430750104323,0.19354474284134404,1,1,0,1,1
0.22614056895601947,0.4289413179955967,0.5093977456407773,0.6399257240371513,0.6789150898094066,0.40425233047975784,0.4529120719073845,0.6337885354486033,0.263651463888779,0.5270754067094044,0,1,0,1,0
0.6723427134711233,0.42710758207541233,0.49268862953786574,0.5053877397126059,0.7947778224338067,0.3609406553481449,0.11640385663457897,0.7207293279118046,0.5931619867511057,0.39701394639666965,0,0,0,0,0
0.3719897070391379,0.5832354383029059,0.568366935188045,0.7596638164406443,0.4401141731776378,0.0981666331454295,0.3988533761257542,0.699677326477454,0.5657019562738312,0.4545726707542618,0,0,1,1,0
0.17034040189541444,0.28270138590199767,0.49812434422428054,0.22293993209272706,0.44181544337360157,0.19571106434291377,0.41320852944436953,0.2680797357478937,0.33882945292608824,0.41878395674772423,0,0,1,0,1
0.16067323915403373,0.45821037014287713,0.44074231676495595,0.37748699875411496,0.21123367277253005,0.34725905403599294,0.833232603614259,0.22368041612325545,0.2161172953818242,0.5474535269741965,0,0,0,1,1
0.3080224919290747,0.40797283767727444,0.41832497414238184,0.5358649059889076,0.5326159163959744,0.6211399628431494,0.63578991641133,0.4722491294199616,0.34301309957784437,0.3615547105802381,0,1,1,1,1
0.46825851184908635,0.40710288846574466,0.3080380273490748,0.64996507859935,0.5335136165934926,0.192637740503666,0.16524319676788968,0.19295529937587463,0.3757243233357497,0.7556129242729662,0,1,1,1,0
0.6617070314043418,0.4132456939052731,0.33995093365246076,0.6781386189074986,0.6767457140520241,0.009343669103407781,0.4739067350462004,0.33399827087431916,0.4215506807095514,0.5204458732355969,1,1,0,1,0
0.32885304575749996,0.6231598965552846,0.6289573387205064,0.6464813601198985,0.5551118671072716,0.4512826646594854,0.3972714838058831,0.4237300304455272,0.2769419571462125,0.5541823111450492,0,1,0,1,0
0.38606754557441986,0.39179807183568754,0.22799126431394862,0.6405162902983755,0.6088430192302152,0.5759335925390492,0.42698623646345657,0.15013535463612837,0.8269897721354355,0.5771923033989315,0,0,1,0,0
0.5589763360628871,0.4644747898909121,0.2265535719247328,0.6521786019363917,0.36379943836408607,0.2725812314561967,0.3603870206194965,0.4963387238256584,0.26267453483604036,0.2973229923255082,0,0,1,1,1
0.31559948625097567,0.5175319609039875,0.6168005770599782,0.40260679071822386,0.3410492800433508,0.5434768896119777,0.5268544824075245,0.5112352768790871,0.265701273475567,0.3029469758941461,1,0,1,0,1
0.35103399562433923,0.4848352634103331,0.24756096117944315,0.38854934002343283,0.5652612967386881,0.6072160051925574,0.3971383619648582,0.3887102599461328,0.27134364447300047,0.07509908186381377,1,1,0,0,1
0.699023888318835,0.37961786097498834,0.3464901303771899,0.5848840742384909,0.4839601117164559,0.5257247378816934,0.17828300768979893,0.5874335056297505,0.48266500514323124,0.6692329837193044,1,0,0,1,0
0.31700628595125446,0.44847650805262196,0.3707040125418151,0.46451131883301855,0.7537533986701823,0.28093269103888446,0.5536516776938539,0.6072275389383737,0.4470202721357577,0.4762673092635185,1,1,0,0,0
0.7896462999268662,0.27713669793225404,0.359657514104489,0.7488423927891487,0.5195789341498747,0.546968448777035,0.5104010419446724,0.39770059222857196,0.8715680917418528,0.686953747081349,0,0,0,0,0
0.6452962694766554,0.6641783342050793,0.08466315310722725,0.7170881675035521,0.695213655774185,0.3113755755340789,0.17103390986915354,0.333753015025486,0.18395410036561136,0.5803711139455657,0,1,1,1,0
0.32845960735030055,0.21308586551916145,0.57005891476403,0.38425941890231574,0.5694176576434163,0.524008141417566,0.2978858978205827,0.5568253100023206,0.4962466011485942,0.39926588961448795,1,0,1,0,0
0.464044642487077,0.5904905898388848,0.4917554858454287,0.3546656913120308,0.49308557260259916,0.7406786403494768,0.4495947594416873,0.38664701580450367,0.5383073556660756,0.22320088134178484,1,0,1,0,1
0.4812161880619209,0.661516931700921,0.49594039572973225,0.6655963325912911,0.6683355903377511,0.13588493253407583,0.3109732880811041,0.7516919121225631,0.2582077946331178,0.7422304559533307,1,0,1,0,0
0.6567692151476546,0.6049932815333896,0.42023332665837704,0.42096775047110524,0.4010679263285291,0.1464475225243904,0.2638862949842042,0.5214796052121541,0.5772403484391623,0.3396873869084603,0,0,1,1,0
0.7390047689452783,0.694648828607862,0.2027520553297169,0.2572121768351069,0.6540979170227919,0.4141241195588096,0.4943053699096075,0.73166531320803,0.6640692160662984,0.6503397664557806,1,0,1,0,0
0.5306121551791952,0.5530469563712579,0.5787880257102094,0.5506952555115234,0.653324344586809,0.41288037677059886,0.5176294189607782,0.04837544644768005,0.4920342753587087,0.3898579327787537,1,0,1,1,0
0.1537608539467705,0.5348305166929267,0.4012736781511915,0.48230638401391374,0.525362250991019,0.46728607997219873,0.5642687226807436,0.3796369329586643,0.450994081743916,0.2111221220552641,1,1,0,0,1
0.3699544921181793,0.3943712909103221,0.2723699345066725,0.5177777464548163,0.6976794808084564,0.5421875095428954,0.12005129439998952,0.473623345935273,0.47259027084394956,0.3366745611313433,0,0,1,1,0
0.7621333631352314,0.5401749210445272,0.31083296807255656,0.7399584873320098,0.9130115940764836,0.41163001363850055,0.040124498778711604,0.7780878469820718,0.7416378759154965,0.6020162352737989,0,0,0,1,0
0.7425110174799924,0.2901551804957049,0.19950625391347868,0.4412143672673074,0.48174963521065295,0.23112109869268432,0.44630752416183866,0.42895478132373044,0.34804180487339453,0.823517716162907,0,1,0,1,0
0.2860658030032587,0.45366376062703345,0.5619921327182476,0.3933687833537458,0.6299158040305763,0.27701926056444476,0.519708554535164,0.39440055002999647,0.6697538856336239,0.404408304461066,0,1,0,0,1
0.6987355496522984,0.4258256961387669,0.48792276572014953,0.37738682210839436,0.6543318945348474,0.0,0.2995478931088669,0.6876161441715714,0.7282523140252987,0.34246521340077907,0,1,1,0,0
0.47500995438999416,0.49295931420954003,0.16945854358398627,0.43229756245367296,0.7241829048989847,0.24503931013770158,0.5107172663996548,0.4038637625644474,0.8973812679237219,0.5727161460141615,0,0,1,1,0
0.2729908137060447,0.6111469715603564,0.2236806131330915,0.47114709440873703,0.43987571582389573,0.39035356825354334,0.37953060792194654,0.423275042088479,0.3891124362839621,0.3378512482526523,0,1,1,1,1
0.4864485925497394,0.5224038769395658,0.7265252757876979,0.3582964410827939,0.6154703496670023,0.3260879933856119,0.5515534124296566,0.33828264544316966,0.3238101459337175,0.4398420157816946,0,1,1,1,0
0.5897885729140515,0.2926191029522651,0.48222005769509063,0.3950480401596826,0.7024958954026104,0.38665758855612475,0.18316854148829861,0.3591525030347401,0.3617428962700841,0.5522306844325269,0,0,1,1,0
0.8422050863912752,0.573904544858982,0.14955262297754834,0.5266700933878827,0.8332319706281124,0.3883497721194312,0.19702254386268309,0.42476896053729335,0.6221740155819515,0.6610737370680861,0,0,0,1,0
0.7949869769284827,0.5406061083994599,0.3174645186666395,0.3237907619773222,0.4120658779976182,0.21703084728304858,0.3935547849083732,0.3319530123197318,0.7956767773390073,0.7606916044538757,1,0,1,1,0
0.9446814448388883,0.3277677558300543,0.13360586641329475,0.6214693398893286,0.41190435382412305,0.3697480854777076,0.5670736538133241,0.5814558583514724,0.37441524368919965,0.6292083503919039,0,0,1,1,0
0.5561395367957132,0.38270695160014023,0.3468789697450273,0.6710036435589453,0.5098164867763122,0.14036768190439372,0.4540760809783904,0.32888612824540053,0.7961391836251718,0.7139128698009455,0,0,1,1,0
0.3688818730955379,0.5027886378104509,0.3296836366729169,0.17281073514044049,0.48592354807513444,0.5097127961215587,0.4966759598055085,0.49710940227176054,0.30039052677737493,0.5442218406255256,0,1,1,1,1
0.7145882507720124,0.4216830302295371,0.6252562254211019,0.39717526813109716,0.51510041914643,0.15420281867124505,0.2097382117242778,0.6049338647281499,0.38505739043815357,0.4470323762509185,1,1,0,1,0
0.36820655864536267,0.3844005043231008,0.26833383280079504,0.35891442037355586,0.5810265654316681,0.39313675444348883,0.19886724010541118,0.2537752875373993,0.8587368359818337,0.6921659652973735,1,1,0,1,0
0.5411965205988505,0.7006296753581401,0.38675698884860565,0.43670969183456887,0.37591946992498954,0.512822941999041,0.5122625958718996,0.4284592334614434,0.15979168973177718,0.46165877495648877,1,0,1,1,1
0.5672070167417005,0.6500193342363665,0.2956258698812666,0.7767333145184269,0.6351027251788995,0.31110531453371315,0.7346353012379147,0.375530328099547,0.893282189436354,0.5432440117599662,0,0,0,0,0
0.5671678335846786,0.3594881749049528,0.6370797241222337,0.21405207720506647,0.5372403976972321,0.353056183111836,0.44721200858207844,0.2715633351653612,0.3703649615211819,0.5064600968743299,0,1,1,1,1
0.36584999267736296,0.697109452254026,0.6076345354985122,0.42567349251780917,0.5787829287963093,0.6537861722081935,0.5565792908839473,0.39928080863325544,0.6387627738603494,0.3858713972031719,1,0,1,0,1
0.48765947873474597,0.6104744907786939,0.5011758817160025,0.6387664963320194,0.4879606285079555,0.8406832207814142,0.5621821966498332,0.3826554125906094,0.22837762082687377,0.5062890489342522,0,1,0,0,1
0.39892476836777707,0.3691606062378909,0.6005128938221865,0.4888014656943698,0.47489565931669786,0.5366952295402547,0.19447894772286212,0.30703895460617575,0.34058139413426947,0.274278479927252,0,1,0,0,1
0.3308741783804119,0.6651138572488082,0.7083929829456765,0.4945971537838243,0.603691695427733,0.40744060580463154,0.4106615358390574,0.6382640158068067,0.37500465002347966,0.4991356365428795,1,1,0,1,1
0.5978705836617527,0.5658287186561295,0.30000491971078447,0.9473132477834567,0.4777071856926959,0.40314486465455474,0.343326323201232,0.9586739273304383,0.6174310178659053,0.5660843132130258,1,1,0,0,0
0.720478019659526,0.3653540074320766,0.20582915741463836,0.6891337436230022,0.7719535088569409,0.6102907323276394,0.27499333997729614,0.3252853936207687,0.5268291687591065,0.7884817962432177,1,0,0,1,0
0.5174904908428714,0.24582595767395515,0.30135097016158097,0.5029056046057402,0.2841722339821267,0.6455806933079327,0.6132484751968839,0.5367182370150052,0.49764918235164274,0.6753695673476137,1,1,1,0,1
0.4982033093555829,0.43420825380703343,0.2356308726180235,0.2364921517233308,0.5568368629626423,0.5564158856784276,0.552083680675039,0.47470252930488455,0.438985334774152,0.3302320089639438,1,0,1,0,1
0.5712544945873945,0.6015071943019961,0.38104540980150153,0.6858372083811476,0.5905042648108759,0.6641041756619582,0.4744126327006532,0.512243138808757,0.28716445747971325,0.34400058252330934,1,1,1,1,1
0.2129256293975636,0.388738661433078,0.26164259446463545,0.45143980187263744,0.41536136419170855,0.6348667855968347,0.620291373620034,0.7445206745912221,0.6239099598764524,0.30691998405704474,0,0,0,0,1
0.4327239640731541,0.20913060994465577,0.30701860126781944,0.6456719557203018,0.6845842439341143,0.30639017674717656,0.5520988409957515,0.5912360686479422,0.3548181356241836,0.7346865789823045,1,1,1,0,0
